guide_id,case_key,to_snapshot_date,split,edit_subtype,case_name,hudoc_importance_level,has_law_excerpt,pre_len,post_len,gen_len,len_ratio,name_hit,appno_hit,citation_hit,rouge_l,input_tokens,output_tokens,generated_text,gold_text
684d373b17e9,apps:9987/14,2024-09-30,dev,doctrinal_rewrite,Boronenkov v. Ukraine (dec.),4,True,328,811,0,0.0,False,False,0,0.0,0,0,,"In view of the fundamental nature of this right, the Court has been reluctant to accept objections that the applicants have suffered no ""significant disadvantage"" and to dismiss Article 11 complaints with reference to Article 35 § 3 (b) of the Convention ( Berladir and Others v. Russia, 2012, § 34; Öğrü v. Turkey, 2017, § 18). However, the Court found that the applicant did not suffer a significant disadvantage where he was able to hold the prohibited rally for its full intended duration, about four hours, and was only sanctioned with a rather modest fine (39 euros). He did not argue that it was a substantial amount, and it could not be said in the circumstances to have had any ""chilling effect"" on the applicant's exercise of his right to freedom of assembly ( Boronenkov v. Ukraine (dec.), §§ 17-23)."
1900da194ee4,apps:15028/16,2025-01-15,dev,doctrinal_rewrite,Hrachya Harutyunyan v. Armenia,3,True,511,1348,0,0.0,False,False,0,0.0,0,0,,"The Court considers that the above-mentioned principles and criteria, set out in the Guja v. Moldova [GC], 2008, judgment, which concerned a public-sector employee, are transposable to employment relationships under private law and that they apply to the weighing of employees'right to signal illegal conduct or wrongdoing on the part of their employer against the latter's right to protection of its reputation and commercial interests ( Heinisch v. Germany, 2011, § 64; Halet v. Luxembourg [GC], 2023, § 155). Furthermore, where the reporting of alleged professional misconduct takes place after the end of employment, the protection regime for the freedom of expression of whistle-blowers should not automatically cease to apply simply because the work-based relationship ended. Rather, such protection can, in principle, apply provided that the public-interest information was obtained while the ""whistle - blower"" had privileged access to it by virtue of his or her work-based relationship. In cases where work-based relationship ended, there could be no question of repercussions at work, but retaliation measures against the former employee could take other forms. What is important is whether the detriment suffered by the former employee was the direct consequence of the protected disclosure ( Hrachya Harutyunyan v. Armenia, 2024, § 46)."
7b2999efc3b7,apps:21329/18,2024-04-09,dev,citation_remove,J.A. and Others v. Italy,3,True,1095,1097,0,0.0,False,False,0,0.0,0,0,,"In, 2021, an Afghan family of fourteen alleged that they had been denied the opportunity to seek asylum by the Croatian police officers and been ordered to return to Serbia by following the train tracks. There was no material evidence that the applicants had entered Croatia. Having regard to the applicants' specific and consistent account as well as to a large number of reports by various bodies concerning summary returns of persons entering Croatia in an unauthorised manner, the Court found that there was prima facie evidence in favour of the applicants' version of events. As the Government had not submitted a single argument capable of refuting that prima facie evidence, the Court considered the applicants' version of the events to be truthful (§§ 268-274). As the respondent State had not shown that it had provided the applicants with genuine and effective access to procedures for legal entry (see paragraph 12 above), the applicants' expulsion, without individual assessment of their circumstances, was in breach of Article 4 of Protocol No.4 (§§ 293-304). J.A. and Others v. Italy"
99cd2ce32cf8,apps:39056/22,2025-12-19,test,citation_insert,Selishcheva and Others v. Russia,3,True,1542,1742,0,0.0,False,False,0,0.0,0,0,,"A finding that the measure in question was not ""in accordance with the law"" suffices for the Court to hold that there has been a violation of Article 8 of the Convention. It is not therefore necessary to examine whether the interference in question pursued a ""legitimate aim"" or was ""necessary in a democratic society"" (M.M. v. the Netherlands, 2003, § 46; Solska and Rybicka v. Poland, 2018, § 129; A.R. v. the United Kingdom, 2025, § 70). In Mozer v. the Republic of Moldova and Russia [GC], 2016, the Court found that, regardless of whether there was a legal basis for the interference with the applicant's rights, the interference did not comply with the other conditions set out in Article 8 § 2 (§ 196). The interference can also be considered not to be ""in accordance with the law"", as a result of an unlawful measure under Article 5 § 1 (Blyudik v. Russia, 2019, § 75). In S.W. v. the United Kingdom, 2021, the Court found that the interference with the applicant's private life had been ""neither in accordance with the law nor necessary in a democratic society"" (§§ 62-63). In Selishcheva and Others v. Russia, 2025 the Court found that the interference was neither ""prescribed by law"" nor ""necessary in a democratic society"" (§ 37). Lastly, in a number of cases the Court considered that the requirement for an interference to be ""in accordance with the law"" was so closely linked to the ""necessary in a democratic society"" criterion that the two conditions had to be discussed together (S. and Marper v. the United Kingdom [GC], 2008, § 99; Kvasnica v. Slovakia, 2009, § 84; Kennedy v. the United Kingdom, 2010, § 155; Glukhin v. Russia, 2023, § 78; Podchasov v. Russia, 2024, § 66; Grande Oriente d'Italia v. Italy*, 2024, § 103)."
2fbc08fc30bd,apps:64220/19,2025-05-06,dev,citation_insert,Föderation der Aleviten Gemeinden in Österreich v. Austria,3,True,11084,11716,0,0.0,False,False,0,0.0,0,0,,"In that connection, the Court points out that the Convention is designed to guarantee not rights that are theoretical or illusory but rights that are practical and effective. The right enshrined in Article 9 would be highly theoretical and illusory if the degree of discretion granted to States allowed them to interpret the notion of religious denomination so restrictively as to deprive a non-traditional and minority form of a religion of legal protection. Such limitative definitions have a direct impact on the exercise of the right to freedom of religion and are liable to curtail the exercise of that right by denying the religious nature of a faith. At all events, these definitions may not be interpreted to the detriment of non-traditional forms of religion ( İzzettin Doğan and Others v. Turkey [GC], 2016, § 114, and Föderation der Aleviten Gemeinden in Österreich v. Austria, 2024, § 48). In addition, it would be fundamentally inconsistent with the logic of Article 9 to limit the rights guaranteed under that provision solely to the religions and registered religious organisations recognised by the State, and to followers of them ( Hamzayan v. Armenia, 2024).

As regards the recognition and registration of religious communities, States are empowered to verify whether a movement or association is conducting, for ostensibly religious purposes, activities harmful to the population or endangering public security. Since it cannot be ruled out that an organisation's programme might conceal objectives and intentions different from the ones it proclaims, to verify that it does not the content of the programme might be compared with the organisation's actions and the positions it defends ( Metropolitan Church of Bessarabia and Others v. Moldova, 2001, §§ 105 and 125). The State may also require the statutes of a religious association to clearly define the corresponding beliefs and observance, so that the public can differentiate the various denominations and in order to avoid confrontation among the different religious communities ( Metodiev and Others v. Bulgaria, 2017, §§ 40 and 45; Föderation der Aleviten Gemeinden in Österreich v. Austria, 2024, § 55). Accordingly, the refusal to register a religious organisation on the ground that it has not provided the authorities with a description of the fundamental precepts of the religion in question may be justified by the need to establish whether that organisation presents any danger for a democratic society and the fundamental interests recognised by Article 9 § 2 ( Cârmuirea Spirituală a Musulmanilor din Republica Moldova v. Moldova (dec.), 2005; Church of Scientology of Moscow v. Russia, 2007, § 93; Lajda and Others v. the Czech Republic (dec.), 2009). This was also the case with regard to a religious community's refusal to cooperate with the public authorities and allow them to investigate allegations of abusive practices that were, a priori, credible ( Ilyin and Others v. Ukraine, 2022, § 66). Nevertheless, although States do have a right of scrutiny concerning the conformity of the objectives and activities of a religious association with the rules established by legislation, they must use it sparingly, in a manner compatible with their obligations under the Convention and subject to the purview of the organs of the Convention ( Jehovah's Witnesses of Moscow and Others v. Russia, 2010, § 100; Orthodox Ohrid Archdiocese (Greek- Orthodox Ohrid Archdiocese of the Peć Patriarchy) v. the former Yugoslav Republic of Macedonia, 2017, § 94; Föderation der Aleviten Gemeinden in Österreich v. Austria, 2024, § 55).

For example, the Court found a violation of Article 9 of the Convention (taken alone and/or in conjunction with Article 14) in the following cases: ▪ the Moldovan authorities'refusal to grant legal recognition to the Metropolitan Church of Bessarabia, an autonomous Orthodox Church operating under the authority of the Patriarchate of Bucharest (the Romanian Orthodox Church), on the ground that such recognition would infringe the interests of the Metropolitan Church of Moldova, which comes under the Patriarchate of Moscow (the Russian Orthodox Church), which is already recognised by the Government. Lacking legal recognition, the applicant church was unable to engage in its activities; its priests could not conduct divine service, its members could not meet to practise their religion and, moreover, lacking legal personality, it was not entitled to judicial protection of its assets or allowed to defend itself against acts of intimidation. By denying recognition on the ground that the applicant church was only a ""schismatic group"" within the Orthodox Church, the Moldovan Government had failed in their duty of neutrality and impartiality. For the remainder, the Government's submissions accusing the applicant church of jeopardising the country's territorial integrity and social stability were manifestly ill-founded ( Metropolitan Church of Bessarabia and Others v. Moldova, 2001); ▪ in the same context as the foregoing case: a refusal by a local authority to issue the applicants with a certificate which they needed in order to register the Metropolitan Church of Bessarabia, on the ground that the Metropolitan Church of Moldova was already registered and operated in the area in question; the Court found that the impugned interference was not ""prescribed by law"" ( Fusu Arcadie and Others v. the Republic of Moldova, 2012); ▪ a refusal by the competent administrative authority to register the applicant Church despite a judgment ordering it to do so; in this case the Court found that the impugned interference was not ""prescribed by law"" ( Biserica Adevărat Ortodoxă din Moldova and Others v. Moldova, 2007; ▪ a refusal by the Bulgarian authorities to register a new religious association entitled "" Ahmadiyya Muslim Community"" as a denomination, on the grounds that its statutes did not set out sufficiently clear and full information on the beliefs and observance of the Ahmadi denomination, which made it difficult to distinguish it from the Muslim religion as already recognised. In this case Bulgarian law did not set out any specific provisions on how detailed such a description of beliefs and observance should be and what specific information should be entered on the registration application form, which could in practice allow the authorities to refuse to register any new religious association holding the same doctrine as a pre-existing denomination ( Metodiev and Others v. Bulgaria, 2017); ▪ a time-lapse of twenty years between the lodging with the Austrian authorities of an application for legal recognition by a Jehovah's Witnesses congregation and the authorities'decision finally to grant it ""registered"" religious organisation status. The Court also found that there had been discrimination in breach of Article 14 as a result of the refusal to grant the applicant community ""recognised religious society"" status, which embraced legal personality and bestowed a whole series of privileges under domestic law, on the ground that it had not operated as a ""registered"" organisation in Austria for a minimum of ten years. The respondent Government had not demonstrated the existence of any objective and reasonable justification for this difference in treatment, especially since the ""ten - year"" requirement had not been applied to another religious community in a similar situation to that of the Jehovah's Witnesses ( Religionsgemeinschaft der Zeugen Jehovas and Others v. Austria, 2008; ▪ the prolonged refusal of the Austrian authorities to register an association, which acted as an umbrella entity for several Alevi associations, as a ""registered"" religious organisation, essentially on the grounds of similarities between its statutes and those of another religious group that had requested registration during the same period ( Föderation der Aleviten Gemeinden in Österreich v. Austria, 2024); ▪ the Russian authorities'refusal to register two local branches of the Church of Scientology as ""religious organisations"", which would have automatically given them legal entity status, on the ground that they had not been operating in Russia as ""religious groups"" (without legal personality) for at least fifteen years. Finding a violation of Article 9 interpreted in the light of Article 11, the Court noted that the respondent Government had not mentioned any overriding social need in support of the impugned restriction or any relevant and sufficient reason justifying such a long waiting period; in particular, it had never been contended that the applicants - as a group or as individuals - had conducted or intended to conduct any unlawful activities or had pursued aims other than those of religious worship, teaching, practice and observance. The reason for the denial of registration had been purely formal, unrelated to the operation of the groups in question, and the only ""offence"" of which the applicants had been found guilty was th eir intention to apply for the registration of an association of a ""religious nature"" which had not existed in the region for a minimum of fifteen years ( Kimlya and Others v. Russia, 2009). In another very similar case, one of the reasons given for rejecting the application for registration was the fact that the local municipal council had no competence to issue such a certificate. In contrast to the Kimlya and Others v. Russia case, the Court found that the interference had not been ""prescribed by law"" and that it was therefore unnecessary to consider the issue of its proportionality ( Church of Scientology of St Petersburg and Others v. Russia, 2014); ▪ the Croatian Government's arbitrary and discriminatory refusal to conclude with the applicants, several Reformist Churches, a cooperation agreement in public-interest fields enabling these Churches to provide religious education in State schools and guarantee recognition of the civil effects of marriages celebrated by their ministers. In this case the Government had justified its refusal by the fact that the applicants had not satisfied, either individually or jointly, the criteria set forth in a governmental instruction for the purposes of concluding such agreements. Nevertheless, several other communities had been exempted from the numerical criterion, and as to the historical criterion (""historic religious communities of European cultural circle""), the Govern ment had not explained why the applicant Churches, of the Protestant reformist tradition, failed to satisfy it. The Court therefore found a violation of Article 14 of the Convention ( Savez crkava ""Riječ života"" and Others v. Croatia, 2010). ▪ the Lithuanian Parliament's discriminatory refusal to grant the status of "" State-recognised "" religious association (affording privileges similar to those mentioned in the aforementioned Croatian case) to a Neo-Pagan association, even though it satisfied the legal conditions for such status. In this case, it had transpired from statements made by various MPs that the refusal had been motivated by arguments relating to the substance of the religious beliefs in question (unsubstantiated national security arguments; doubts as to the "" religious "" nature of the activities of the applicant association and to the very existence of the beliefs which it claimed to hold; the alleged attack on the Christian faith of the majority of the population and the interests of the Roman Catholic Church). Since those grounds were clearly incompatible with the State's duty of neutrality and impartiality, the Court found a violation of Article 14 of the Convention ( Ancient Baltic religious association ""Romuva"" v. Lithuania, 2021)."
726c25db1ffb,apps:36658/18,2024-04-09,dev,new_paragraph,Zhablyanov v. Bulgaria,3,True,2190,3350,0,0.0,False,False,0,0.0,0,0,,"In order to establish whether the applicant pursues any of the aims prohibited by Article 17, the Court examines the ""main content"", ""general tone"" or ""general tenor"" of his or her acts taken as a whole ( M'Bala M'Bala v. France (dec.), 2015, § 41; Garaudy v. France (dec.), 2003; Seurot v. France Lenis v. Greece Perinçek (dec.), 2004; (dec.), 2023, § 47) and their ""immediate and wider context"" ( v. Switzerland [GC], 2015, § 239; regarding particularly the immediate context, see Yuksekdag Senoglu and Others v. Türkiye, 2022). The relevant context is first and foremost that of the country in which Zhablyanov v. Bulgaria Lenis v. Greece the impugned acts have taken place (, 2023, § 78; (dec.), 2023, § 51).

Article 17 is only applicable on an exceptional basis and in extreme cases ( Paksas v. Lithuania [GC], 2011, § 87 in fine ; Perinçek v. Switzerland [GC], 2015, § 114; Roj TV A/S v. Denmark (dec.), 2018, § 46; Šimunić v. Croatia Pastörs v. Germany Z.B. v. France (dec.), 2019, § 38;, 2019, § 37;, 2021, § 24; Zemmour v. France, 2022, § 26; Zhablyanov v. Bulgaria, 2023, § 78; Lenis v. Greece (dec.), 2023, § 52). The threshold for its applicability is therefore high ( Lilliendahl v. Iceland (dec.), 2020, § 26).

Article 17 should only be resorted to if it is immediately clear that the applicant attempted to rely on the Convention to engage in an activity or perform acts that are clearly contrary to the values of the Convention and aimed at the destruction of the rights and freedoms laid down in it ( Perinçek v. Switzerland [GC], 2015, §§ 114-115; Roj TV A/S v. Denmark (dec.), 2018, § 31; Šimunić v. Croatia Pastörs v. Germany Lilliendahl v. Iceland Z.B. (dec.), 2019, § 38;, 2019, § 37; (dec.), 2020, §§ 25-26; v. France, 2021, § 26; Zemmour v. France, 2022, § 26; Zhablyanov v. Bulgaria, 2023, § 78; Lenis v. Greece (dec.), 2023, §§ 52-53). In other words, it should be applied if prima facie the applicant's conduct reveals an act aimed at the destruction of the rights and freedoms set forth in the Convention Vona v. Hungary or an intention to engage in such an act (, 2013, § 38).

The Court relies on Article 17 as an aid in the interpretation of the substantive provisions of the Convention ( Z.B. v. France, 2021, § 27; Ayoub and Others v. France, 2020, § 101; Zemmour v. France, 2022, §§ 28 and 61; Zhablyanov v. Bulgaria, 2023, § 122).

The Court may also resort to Article 17 at the merits stage of its examination, even after finding that the case at hand does not warrant the application of this provision ( Z.B. v. France, 2021, § 27; Zemmour v. France Zhablyanov v. Bulgaria, 2022, §§ 28 and 61;, 2023, § 122).

The case of Zhablyanov v. Bulgaria, 2023, concerns the applicant's removal from his position as Deputy Speaker of Parliament in response to his statements disparaging the victims of the communist regime and justifying an extraordinary criminal ""tribunal"" which had operated as part of the repressive regime in the early years after the Second World War. While Article 17 was not applied directly, it guided the Court in its assessment of the necessity of the interference. Finding no violation of Article 10, the Court particularly relied on the context, notably a special moral responsibility of the States which have experienced communist repressions and atrocities to distance themselves therefrom."
e19a063de5b3,apps:22283/21,2025-06-02,dev,citation_insert,A.D. and Others v. Sweden,4,True,2627,2874,0,0.0,False,False,0,0.0,0,0,,"As regards the distribution of the burden of proof, the Court clarified in J.K. and Others v. Sweden [GC], 2016, §§ 91-98, that it is the shared duty of an asylum-seeker and the immigration authorities to ascertain and evaluate all relevant facts in asylum proceedings. On the one hand, the burden remains on asylum-seekers as regards their own personal circumstances, although the Court recognised that it was important to take into account all of the difficulties which asylum-seekers may encounter in collecting evidence, which frequently makes it necessary to give them the benefit of the doubt when assessing the credibility of their statements and the documents submitted in support thereof. Yet when information is presented which gives strong reasons to question the veracity of an asylum-seeker's submissions, the individual must provide a satisfactory explanation for the alleged inaccuracies in those submissions. Even if the applicant's account of some details may appear somewhat implausible, the Court has considered that this does not necessarily detract from the overall general credibility of the applicant's claim. The Court also recognised that not being assisted by a legal representative, not having access to an interpreter and not speaking the language in which the proceedings were conducted considerably affected the ability of the applicants to present their case ( M.D. and Others v. Russia, 2021, § 92, where the applicants were subsequently assisted by legal representatives and then made substantiated submissions, §§ 93-96). On the other hand, the general situation in another State, including the ability of its public authorities to provide protection, had to be established proprio motu by the competent domestic immigration authorities ( J.K. and Others v. Sweden [GC], 2016, § 98, and see, for example, B and C v. Switzerland, 2020, in respect of the domestic authorities'obligation to assess the availability of State protection against harm emanating from non-State actors and the assessment of the risks of ill-treatment in the country of origin for the applicant as a homosexual person, M.D. and Others v. Russia, 2021, §§ 97-101, where the applicants'inability to present their case, the fact that they had fled from a war-torn country and the security risks in that country had come to the attention of the domestic courts, which were thus obliged to ascertain and take into consideration information relating to the country of origin from reliable and objective sources and to carry out a comprehensive analysis of the risks the applicants would face upon their forced return; and A.D. and Others v. Sweden, 2024, §§ 67-78, where the Court saw no reason to depart from the domestic authorities'assessment as to the ability and willingness of the authorities in the country of origin to provide protection against non-state actors)."
415c8994e0ed,apps:57507/19,2025-06-19,dev,citation_insert,Svrtan v. Croatia,3,True,598,868,0,0.0,False,False,0,0.0,0,0,,"In a recent case the authorities did not preventively confiscate a gun from a student whose internet postings prior to committing school killings, while not containing specific threats, cast doubt on his fitness to safely possess a firearm. The Court has laid emphasis on the fact that the use of firearms entails a high level of inherent risk to life and that therefore the State had to put in place and rigorously apply a system of adequate and effective safeguards designed to counteract and prevent any improper and dangerous use of such weapons ( Kotilainen and Others v. Finland, 2020, § 88; see also Svrtan v. Croatia, 2024, § 99 where, in the context of the phenomenon of widespread illegal possession of weapons post-war, the applicants'son was killed by a person with an alleged history of alcohol abuse, violent behavior and unlawful possession of firearms."
e19a063de5b3,apps:4662/22,2025-11-22,dev,citation_insert,Ali v. Serbia,4,True,942,1102,0,0.0,False,False,0,0.0,0,0,,"Extradition by a Contracting State may give rise to an issue under Article 3, and hence engage the responsibility of that State under the Convention, where substantial grounds have been shown for believing that the person in question would, if extradited, face a real risk of being subjected to treatment contrary to Article 3 in the receiving country ( Soering v. the United Kingdom, 1989, §§ 88-91). The same level of scrutiny applies to all claims of a real risk of treatment contrary to Article 3 regardless of the legal basis for the removal (whether extradition or expulsion, Khasanov and Rakhmanov v. Russia [GC], 2022, § 94). There may be cases where a State grants an extradition request in which the individual, who has applied for asylum, is charged with politically motivated crimes (see Mamazhonov v. Russia, 2014; see also Ali v. Serbia, 2025, where the domestic authorities failed to examine the risk of politically motivated ill-treatment which the applicant had alleged), or where extradition concerns an individual recognised as a refugee in another country ( M.G. v. Bulgaria, 2014)."
7a059e452dbd,apps:51448/15,2025-06-26,dev,citation_insert,Petrosyan v. Armenia,3,True,2475,2552,0,0.0,False,False,0,0.0,0,0,,"On 27 September 2020 a new war broke out in Nagorno-Karabakh. It lasted 44 days until 10 November 2020 when a ceasefire agreement, signed the previous day, entered into force. Subsequent events led to the offici al dissolution of the ""NKR"" on 28 September 2023 with effect from 1 January 2024. The Court has taken note of those changes; however, the cases it has examined to date concern events that predate this fresh conflict ( Nana Muradyan v. Armenia, 2022, §§ 91; Hamzayan v. Armenia, 2024, § 26; Varyan v. Armenia, 2024, § 70; Petrosyan v. Armenia, 2025, § 98).

The Court reached the same conclusion concerning Armenian jurisdiction in the following cases: ▪ a community of Jehovah 's Witnesses to whom the ""NKR"" had denied registration as a religious organisation ( Christian Religious Organization of Jehovah's Witnesses in the NKR v. Armenia, 2022, §§ 47-49) and a member of the Jehovah 's Witnesses on whom the ""NKR"" had imposed an administrative fine for discussing the Bible with another person at the latter's home ( Hamzayan v. Armenia, 2024, §§ 26-27); ▪ an Armenian national convicted by the ""NKR"" courts for refusing to perform compulsory military service in that entity ( Avanesyan v. Armenia, 2021, §§ 36-37); ▪ Armenian nationals who were ill-treated or killed during compulsory military service in the ""NKR"" ( Zalyan and Others v. Armenia, 2016, §§ 213-215; Muradyan v. Armenia, 2016, §§ 123-127; Mirzoyan v. Armenia, 2019, § 56; Nana Muradyan v. Armenia, 2022, §§ 88-92; Hovhannisyan and Karapetyan v. Armenia, 2023, §§ 59-63; Dimaksyan v. Armenia, 2023, §§ 42-44; Varyan v. Armenia, 2024, §§ 67-70; Petrosyan v. Armenia, 2025, §§ 97-102). In Mirzoyan v. Armenia, 2019, the Court applied both jurisdictional criteria - territorial and personal -, as the direct victim had been killed in Armenian-controlled territory by an Armenian officer ( ibid ., § 56), whereas in those other cases, the territorial criterion alone had been sufficient (see the comparison between the two cases in Nana Muradyan v. Armenia, 2022, §§ 91-92, and in Varyan v. Armenia, 2024, § 70). In Hovhannisyan and Karapetyan v. Armenia, the Court refused to draw a distinction between the substantive and procedural limbs of Article 2 of the Convention, finding that the facts of the case fell within the jurisdiction of the respondent State, with regard both to the substantive limb (the killing of the applicants'sons by an Armenian soldier in the service of the ""NKR"" ) and to the procedural limb (investigation by Armenian authorities; ibid ., §§ 57-63)."
